"","id","title","prediction_score"
"1",862,"Toy Story",1.44444444444444
"2",8844,"Jumanji",0
"3",15602,"Grumpier Old Men",0.75
"4",31357,"Waiting to Exhale",0.4
"5",11862,"Father of the Bride Part II",0.222222222222222
"6",949,"Heat",0.24
"7",11860,"Sabrina",0.666666666666667
"8",45325,"Tom and Huck",0
"9",9091,"Sudden Death",0
"10",710,"GoldenEye",0.233333333333333
"11",9087,"The American President",1
"12",12110,"Dracula: Dead and Loving It",0
"13",21032,"Balto",0.375
"14",10858,"Nixon",0.5
"15",1408,"Cutthroat Island",0.666666666666667
"16",524,"Casino",-0.2
"17",4584,"Sense and Sensibility",0.181818181818182
"18",5,"Four Rooms",0.7
"19",9273,"Ace Ventura: When Nature Calls",0.375
"20",11517,"Money Train",0.1
"21",8012,"Get Shorty",0.416666666666667
"22",1710,"Copycat",0
"23",9691,"Assassins",0.236842105263158
"24",12665,"Powder",0
"25",451,"Leaving Las Vegas",1.5
"26",16420,"Othello",1.875
"27",9263,"Now and Then",0.5
"28",17015,"Persuasion",0
"29",902,"The City of Lost Children",0.681818181818182
"30",37557,"Shanghai Triad",0
"31",9909,"Dangerous Minds",0.25
"32",63,"Twelve Monkeys",0.5
"33",78802,"Wings of Courage",0
"34",9598,"Babe",0.25
"35",47018,"Carrington",0.8
"36",687,"Dead Man Walking",0.38
"37",139405,"Across the Sea of Time",0
"38",33689,"It Takes Two",0
"39",9603,"Clueless",0.428571428571429
"40",34615,"Cry, the Beloved Country",0
"41",31174,"Richard III",0.7
"42",11443,"Dead Presidents",0.0833333333333333
"43",35196,"Restoration",0.857142857142857
"44",9312,"Mortal Kombat",0.888888888888889
"45",577,"To Die For",0.25
"46",11861,"How To Make An American Quilt",0.5
"47",807,"Se7en",0.0357142857142857
"48",10530,"Pocahontas",0.259259259259259
"49",8391,"When Night Is Falling",1.83333333333333
"50",629,"The Usual Suspects",0.0714285714285714
"51",117164,"Guardian Angel",0
"52",11448,"Mighty Aphrodite",0.333333333333333
"53",49133,"Lamerica",1.5
"54",26441,"The Big Green",0.625
"55",97406,"Georgia",0.4
"56",124057,"Kids of the Round Table",0
"57",9089,"Home for the Holidays",0.416666666666667
"58",11010,"The Postman",0
"59",99040,"The Confessional",0
"60",11359,"The Indian in the Cupboard",0
"61",17182,"Eye for an Eye",0.625
"62",2054,"Mr. Holland's Opus",0.3125
"63",10607,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",0.25
"64",19760,"Two If by Sea",0.375
"65",9536,"Bio-Dome",0
"66",11525,"Lawnmower Man 2: Beyond Cyberspace",0
"67",40628,"Two Bits",0
"68",4482,"French Twist",0.833333333333333
"69",10634,"Friday",0.125
"70",755,"From Dusk Till Dawn",0.211538461538462
"71",11859,"Fair Game",0.25609756097561
"72",28387,"Kicking and Screaming",0
"73",48750,"Les Miserables",0.8
"74",20927,"Bed of Roses",0.25
"75",36929,"Big Bully",0
"76",9102,"Screamers",0.666666666666667
"77",124626,"Nico Icon",0
"78",27526,"The Crossing Guard",0
"79",9623,"The Juror",0
"80",46785,"The White Balloon",1
"81",400,"Things to Do in Denver When You're Dead",1.02380952380952
"82",880,"Antonia's Line",0.958333333333333
"83",146599,"Once Upon a Time... When We Were Colored",-0.375
"84",188588,"Last Summer in the Hamptons",0
"85",8447,"Angels and Insects",0
"86",10534,"White Squall",0.0666666666666667
"87",17414,"Dunston Checks In",0.1
"88",13997,"Black Sheep",0.416666666666667
"89",2086,"Nick of Time",-0.125
"90",61548,"The Journey of August King",0
"91",9095,"Mary Reilly",0.583333333333333
"92",12158,"Vampire in Brooklyn",0
"93",9283,"Beautiful Girls",0
"94",9208,"Broken Arrow",0.113636363636364
"95",40154,"A Midwinter's Tale",0
"96",406,"La Haine",0.638888888888889
"97",45549,"Shopping",0
"98",63076,"Heidi Fleiss: Hollywood Madam",0.5
"99",11062,"City Hall",0.15
"100",13685,"Bottle Rocket",0.541666666666667
"101",47475,"Mr. Wrong",0
"102",2045,"Unforgettable",0.444444444444445
"103",9614,"Happy Gilmore",0.1
"104",688,"The Bridges of Madison County",0.882352941176471
"105",11907,"Nobody Loves Me",1.08333333333333
"106",10874,"Muppet Treasure Island",0
"107",89333,"Catwalk",0
"108",96357,"Headless Body in Topless Bar",0
"109",197,"Braveheart",1.0625
"110",103,"Taxi Driver",-0.136363636363636
"111",33542,"Rumble in the Bronx",0.75
"112",43566,"Before and After",0
"113",71754,"Margaret's Museum",0
"114",43612,"Happiness Is in the Field",1
"115",51352,"Anne Frank Remembered",0
"116",16934,"The Young Poisoner's Handbook",1
"117",10324,"If Lucy Fell",0.916666666666667
"118",78406,"Steal Big Steal Little",-0.3
"119",55731,"Race the Sun",0.3
"120",32119,"The Boys of St. Vincent",0
"121",11066,"Boomerang",0
"122",11104,"Chungking Express",0.166666666666667
"123",37975,"The Star Maker",0
"124",2074,"Flirting with Disaster",0.375
"125",27793,"The Neverending Story III: Escape from Fantasia",0.25
"126",44284,"The Silences of the Palace",2.5
"127",290157,"Jupiter's Wife",0
"128",110972,"Pie in the Sky",0
"129",32622,"Angela",2
"130",73067,"Frankie Starlight",0
"131",11863,"Jade",0.875
"132",55475,"Nueba Yol",0.666666666666667
"133",124636,"Sonic Outlaws",0
"134",9101,"Down Periscope",0
"135",123360,"From the Journals of Jean Seberg",0
"136",5757,"Man of the Year",0.5
"137",39428,"The Neon Bible",0.375
"138",124639,"Target",0
"139",9302,"Up Close & Personal",0
"140",11000,"The Birdcage",0.9
"141",249882,"Virgin Mary",0
"142",16388,"The Brothers McMullen",0.3
"143",9737,"Bad Boys",0.0652173913043478
"144",30765,"The Amazing Panda Adventure",0
"145",10474,"The Basketball Diaries",0.3
"146",22279,"An Awfully Big Adventure",0.2
"147",30157,"Amateur",1.5
"148",568,"Apollo 13",0.214285714285714
"149",11780,"Rob Roy",0
"150",34996,"The Addiction",1
"151",414,"Batman Forever",0.452380952380952
"152",649,"Belle de Jour",1.79166666666667
"153",1873,"Beyond Rangoon",0
"154",5894,"Blue in the Face",0.25
"155",1775,"Canadian Bacon",0
"156",8839,"Casper",0.416666666666667
"157",20649,"Clockers",0.625
"158",10329,"Congo",0
"159",8963,"Crimson Tide",0
"160",26564,"Crumb",0.166666666666667
"161",8068,"Desperado",0.0714285714285714
"162",8512,"Devil in a Blue Dress",-0.25
"163",1572,"Die Hard: With a Vengeance",0.46
"164",13552,"The Doom Generation",0.571428571428571
"165",259209,"Feast of July",0
"166",6520,"First Knight",0
"167",9073,"Free Willy 2 - The Adventure Home",0.166666666666667
"168",10428,"Hackers",0.233333333333333
"169",17447,"Jeffrey",2
"170",9886,"Johnny Mnemonic",0.3125
"171",9482,"Judge Dredd",0.3
